Term_ID,Coefficient,Domain
1112,0.0,Undefined
1113,0.0,Undefined
1114,0.0,Undefined
1115,0.0,Undefined
1116,0.0,Undefined
1117,0.0,Undefined
1118,0.0,Undefined
1119,0.0,Undefined
1120,0.0,Undefined
1121,0.0,Undefined
1122,0.0,Undefined
1123,0.0,Undefined
1124,0.0,Undefined
1125,0.0,Undefined
1126,0.0,Undefined
1127,0.0,Undefined
1128,0.0,Undefined
1129,0.0,Undefined
1130,0.0,Undefined
1131,0.0,Undefined
1132,0.0,Undefined
1133,0.0,Undefined
1134,0.0,Undefined
1135,0.0,Undefined
1136,0.0,Undefined
1137,0.0,Undefined
1138,0.0,Undefined
1139,0.0,Undefined
1140,0.0,Undefined
1141,0.0,Undefined
1142,0.0,Undefined
1143,0.0,Undefined
1144,0.0,Undefined
1145,0.0,Undefined
1146,0.0,Undefined
1147,0.0,Undefined
1148,0.0,Undefined
1149,0.0,Undefined
1150,0.0,Undefined
1151,0.0,Undefined
1152,0.0,Undefined
1153,0.0,Undefined
1154,0.0,Undefined
1155,0.0,Undefined
1156,0.0,Undefined
1157,0.0,Undefined
1158,0.0,Undefined
1159,0.0,Undefined
1160,0.0,Undefined
1161,0.0,Undefined
1162,0.0,Undefined
1163,0.0,Undefined
1164,0.0,Undefined
1165,0.0,Undefined
1166,0.0,Undefined
1167,0.0,Undefined
1168,0.0,Undefined
1169,0.0,Undefined
1170,0.0,Undefined
1171,0.0,Undefined
1172,0.0,Undefined
1173,0.0,Undefined
1174,0.0,Undefined
1175,0.0,Undefined
1176,0.0,Undefined
1177,0.0,Undefined
1178,0.0,Undefined
1179,0.0,Undefined
1180,0.0,Undefined
1181,0.0,Undefined
1182,0.0,Undefined
1183,0.0,Undefined
1184,0.0,Undefined
1185,0.0,Undefined
1186,0.0,Undefined
1187,0.0,Undefined
1188,0.0,Undefined
1189,0.0,Undefined
1190,0.0,Undefined
1191,0.0,Undefined
1192,0.0,Undefined
1193,0.0,Undefined
1194,0.0,Undefined
1195,0.0,Undefined
1196,0.0,Undefined
1197,0.0,Undefined
1198,0.0,Undefined
1199,0.0,Undefined
1200,0.0,Undefined
1201,0.0,Undefined
1202,0.0,Undefined
1203,0.0,Undefined
1204,0.0,Undefined
1205,0.0,Undefined
1206,0.0,Undefined
1207,0.0,Undefined
1208,0.0,Undefined
1209,0.0,Undefined
1210,0.0,Undefined
1211,0.0,Undefined
1212,0.0,Undefined
1213,0.0,Undefined
1214,0.0,Undefined
1215,0.0,Undefined
1216,0.0,Undefined
1217,0.0,Undefined
1218,0.0,Undefined
1219,0.0,Undefined
1220,0.0,Undefined
1221,0.0,Undefined
1222,0.0,Undefined
1223,0.0,Undefined
1224,0.0,Undefined
1225,0.0,Undefined
1226,0.0,Undefined
1227,0.0,Undefined
1228,0.0,Undefined
1229,0.0,Undefined
1230,0.0,Undefined
1231,0.0,Undefined
1232,0.0,Undefined
1233,0.0,Undefined
1234,0.0,Undefined
1235,0.0,Undefined
1236,0.0,Undefined
1237,0.0,Undefined
1238,0.0,Undefined
1239,0.0,Undefined
1240,0.0,Undefined
1241,0.0,Undefined
1242,0.0,Undefined
1243,0.0,Undefined
1244,0.0,Undefined
